                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.68925,                 1.1099,                0.58307,                  0.983,                0.65381,                 0.6473,                0.70421,                0.46148,                0.65381,                 0.6473,                0.70421,                0.47315,                 1.1982,                 1.9481,                 1.3671,                 1.3356,             0.00081403,             0.00081403,             0.00081403
                     83,                0.71795,                 1.1529,                0.58958,                0.99411,                0.76507,                0.65521,                 0.7372,                0.51206,                0.76507,                0.65521,                0.72947,                 0.5071,                 1.1393,                 1.9524,                 1.2281,                 1.2868,             0.00081036,             0.00081036,             0.00081036
                     84,                0.69132,                 1.1092,                0.57912,                0.99095,                0.60167,                 0.7071,                0.68735,                0.47512,                0.60474,                0.71251,                0.68945,                 0.4792,                 1.1459,                 1.9577,                 1.3183,                 1.2801,              0.0008067,              0.0008067,              0.0008067
                     85,                0.68478,                 1.0988,                0.57586,                0.98095,                0.72374,                0.66523,                0.69567,                0.47554,                0.76989,                0.62923,                0.68269,                0.47213,                 1.1062,                 1.9864,                 1.2938,                 1.2882,             0.00080303,             0.00080303,             0.00080303
                     86,                 0.6721,                 1.0864,                0.55696,                0.96807,                 0.6131,                0.64457,                0.66222,                0.43355,                0.62782,                0.65828,                0.68246,                 0.4435,                 1.1076,                 1.9946,                 1.6358,                 1.2931,             0.00079936,             0.00079936,             0.00079936
                     87,                0.68891,                 1.0975,                0.58402,                 0.9734,                0.58099,                0.65927,                 0.6696,                0.43441,                0.59168,                0.61719,                0.66799,                0.44739,                 1.1738,                 1.9274,                  1.479,                 1.3559,              0.0007957,              0.0007957,              0.0007957
                     88,                0.66685,                 1.0907,                0.55803,                0.96554,                0.65105,                0.63219,                0.65043,                0.45366,                   0.62,                0.64535,                 0.6474,                0.45672,                 1.1065,                 1.9681,                 1.4941,                 1.2628,             0.00079203,             0.00079203,             0.00079203
                     89,                0.66174,                 1.0793,                0.54373,                0.96722,                0.61061,                0.70575,                0.68364,                0.48633,                0.63669,                0.67483,                0.68687,                0.48295,                  1.093,                 1.8478,                 1.3311,                 1.2553,             0.00078837,             0.00078837,             0.00078837
                     90,                0.67874,                 1.0729,                0.56756,                0.97998,                 0.6765,                0.66158,                0.66519,                0.46311,                 0.6765,                0.66158,                0.66355,                0.46687,                 1.1263,                 2.0418,                 1.3077,                 1.2945,              0.0007847,              0.0007847,              0.0007847
                     91,                0.68703,                  1.096,                0.58678,                0.97753,                0.76327,                0.66038,                0.73949,                0.52628,                0.75155,                0.64986,                0.73155,                0.52661,                  1.122,                 2.0563,                  1.303,                  1.304,             0.00078103,             0.00078103,             0.00078103
                     92,                0.67363,                 1.0858,                0.56214,                0.97028,                0.68782,                0.67426,                0.72597,                0.47903,                0.66722,                0.66417,                0.70911,                0.48701,                  1.171,                 1.8171,                 1.3053,                 1.3018,             0.00077737,             0.00077737,             0.00077737
                     93,                0.67814,                  1.081,                 0.5519,                0.98248,                0.72519,                0.62328,                0.70315,                0.50179,                0.72519,                0.62328,                0.70633,                0.50515,                 1.1022,                 1.9358,                 1.3211,                 1.2869,              0.0007737,              0.0007737,              0.0007737
                     94,                0.66778,                 1.0793,                0.57224,                 0.9768,                0.63603,                0.70868,                0.69347,                0.49155,                0.63967,                0.71244,                0.69819,                0.49252,                 1.1443,                 1.8929,                 1.2954,                 1.2932,             0.00077003,             0.00077003,             0.00077003
                     95,                0.66896,                 1.0952,                0.54161,                0.97243,                0.72683,                0.62934,                0.69796,                0.49247,                0.74463,                0.63966,                0.70639,                0.49433,                  1.155,                 2.0159,                 1.2841,                 1.3151,             0.00076637,             0.00076637,             0.00076637
                     96,                0.67568,                  1.085,                0.53801,                0.97971,                0.80209,                0.64433,                0.73872,                0.50669,                0.80209,                0.64433,                0.74037,                0.51253,                 1.1386,                 1.8658,                 1.2314,                 1.2677,              0.0007627,              0.0007627,              0.0007627
                     97,                0.65968,                 1.0498,                0.54887,                0.97173,                0.81805,                0.59168,                0.73019,                0.48807,                0.81805,                0.59168,                0.72947,                0.50097,                 1.2003,                 1.9586,                 1.3789,                 1.3186,             0.00075904,             0.00075904,             0.00075904
                     98,                0.66786,                  1.048,                0.54868,                0.96853,                0.68336,                0.68478,                0.70474,                0.48075,                0.68336,                0.68478,                0.70643,                0.48698,                 1.1775,                 1.9096,                 1.4443,                 1.3379,             0.00075537,             0.00075537,             0.00075537
                     99,                0.66883,                 1.0894,                0.54796,                0.97391,                0.68063,                0.66427,                0.68182,                0.46018,                0.68063,                0.66427,                0.68064,                0.45698,                 1.0997,                 1.9424,                 1.4265,                 1.2734,              0.0007517,              0.0007517,              0.0007517
